full_text,Label,text,predicted_label
"['we', 're', 'leaving', 'problematic', 'fanbases', 'ganguin', 'btw', 'lo', 'tidak', 'diajakin', 'ngobrol', 'ikutan', 'nimbrung', 'ngatain', 'org', 'goblok', 'wkwk', 'tapi', 'sih', 'yang', 'diharepin', 'orang', 'yang', 'analisisnya', 'kaya', 'lo', 'lmfao']",NoBully, we re leaving problematic fanbases ganguin btw lo tidak diajakin ngobrol ikutan nimbrung ngatain org goblok wkwk tapi sih yang diharepin orang yang analisisnya kaya lo lmfao ,Bully
"['lo', 'goblok', 'dulunya', 'pinter', 'jdi', 'buzerpnis', 'kontol', 'tl']",NoBully, lo goblok dulunya pinter jdi buzerpnis kontol tl ,Bully
"['goblok', 'bin', 'dungu', 'loe', 'mu', 'kalau', 'ucapin', 'asalamualaikum', 'lengkap', 'kalau', 'ucapin', 'inalilahi', 'lengkap', 'dasar', 'kadroen', 'titid']",NoBully, goblok bin dungu loe mu kalau ucapin asalamualaikum lengkap kalau ucapin inalilahi lengkap dasar kadroen titid ,Bully
"['lo', 'cowo', 'banci', 'celamitan', 'banget', 'ngurusin', 'org', 'cebong', 'goblok']",NoBully, lo cowo banci celamitan banget ngurusin org cebong goblok ,Bully
"['kadrun', 'kalau', 'tidak', 'goblok', 'ya', 'gila']",NoBully, kadrun kalau tidak goblok ya gila ,Bully
"['undang', 'undang', 'sialan', 'orang', 'goblok', 'senayan', 'mendukungnya', 'eh', 'iya', 'goblok']",NoBully, undang undang sialan orang goblok senayan mendukungnya eh iya goblok ,Bully
"['ngatain', 'orang', 'goblok', 'kaumnya', 'yang', 'seneng', 'ketipu', 'editan', 'wkwk']",NoBully, ngatain orang goblok kaumnya yang seneng ketipu editan wkwk ,Bully
"['mari', 'ngeroasting', 'mantanku', 'soale', 'de', 'goblok']",NoBully, mari ngeroasting mantanku soale de goblok ,Bully
"['orang', 'elu', 'd', 'butuhkan', 'penguasa', 'butuh', 'rakyatbyg', 'idiot', 'goblok', 'pandir', 'aset', 'utama', 'penguasa', 'hancurkan', 'nkri', 'penjahan', 'gaya', 'invasi', 'bekedok', 'investasi', 'londo', 'ireng', 'pribumi', 'd', 'manfatkan', 'menindas', 'pribumi']",NoBully, orang elu d butuhkan penguasa butuh rakyatbyg idiot goblok pandir aset utama penguasa hancurkan nkri penjahan gaya invasi bekedok investasi londo ireng pribumi d manfatkan menindas pribumi ,Bully
"['goblok', 'goblokin', 'org', 'digoblokin', 'editan', 'shame', 'shesh']",NoBully, goblok goblokin org digoblokin editan shame shesh ,Bully
"['jahlul', 'murokab', 'alias', 'goblok', 'berlipat']",NoBully, jahlul murokab alias goblok berlipat ,Bully
"['wkwkwk', 'gol', 'hiburan', 'klo', 'ngebacot', 'tungu', 'pertandingan', 'abis', 'bos', 'dah', 'koment', 'semau', 'lo', 'klo', 'udah', 'kyk', 'begini', 'ketauan', 'lo', 'goblok']",NoBully, wkwkwk gol hiburan klo ngebacot tungu pertandingan abis bos dah koment semau lo klo udah kyk begini ketauan lo goblok ,Bully
"['omonganmu', 'koyok', 'tai', 'mas', 'kalau', 'emang', 'tidak', 'hati', 'nurani', 'mending', 'diam', 'yang', 'kalopun', 'goblok', 'ya', 'minimal', 'dipertontonkan', 'terang', 'terangan', 'kecuali', 'emang', 'tidak', 'malu']",NoBully, omonganmu koyok tai mas kalau emang tidak hati nurani mending diam yang kalopun goblok ya minimal dipertontonkan terang terangan kecuali emang tidak malu ,Bully
"['tarif', 'tiket', 'berdasarkan', 'kemampuan', 'ekonomi', 'goblok', 'aja', 'pengelola', 'transportasi', 'publik']",NoBully, tarif tiket berdasarkan kemampuan ekonomi goblok aja pengelola transportasi publik ,Bully
"['goblok', 'pakai', 'ngatur', 'gue']",NoBully, goblok pakai ngatur gue ,Bully
"['dlm', 'hidup', 'goblok', 'istilah', 'tpi', 'yang', 'ahli', 'tatakata', 'tpi', 'gk', 'kerja', 'penjual', 'obat', 'kyk', 'anus']",NoBully, dlm hidup goblok istilah tpi yang ahli tatakata tpi gk kerja penjual obat kyk anus ,Bully
"['eh', 'goblok', 'gue', 'cheat', 'lo', 'kagak', 'ya', 'bos', 'kerjain', 'daily', 'blog']",NoBully, eh goblok gue cheat lo kagak ya bos kerjain daily blog ,Bully
"['aduh', 'goblok', 'banget', 'menjaga', 'warung', 'pure', 'kebodohanya', 'astaghfirulah']",NoBully, aduh goblok banget menjaga warung pure kebodohanya astaghfirulah ,Bully
"['map', 'banget', 'klo', 'konteks', 'awalny', 'becanda', 'candan', 'tongkrongan', 'keknya', 'gp', 'klo', 'dijadin', 'trend', 'ya', 'goblok', 'si', 'ok', 'terimakasih', 'selamat', 'pagi']",NoBully, map banget klo konteks awalny becanda candan tongkrongan keknya gp klo dijadin trend ya goblok si ok terimakasih selamat pagi ,Bully
"['orang', 'tolol', 'yang', 'nulis', 'goblok', 'yang', 'percaya', 'goblok', 'goblok', 'nya', 'nyundul', 'langit']",Bully, orang tolol yang nulis goblok yang percaya goblok goblok nya nyundul langit ,NoBully
"['lo', 'tolol', 'banget', 'yang', 'ngeship', 'disana', 'ngeramein', 'anjing', 'caper', 'banget', 'lo', 'langsung', 'aja', 'balas', 'yang', 'ngeship', 'idol', 'lo', 'disana', 'anjing', 'goblok', 'banget', 'sumpah', 'otak', 'lo', 'dimana', 'sih', 'dasar', 'otak', 'pembantu']",NoBully, lo tolol banget yang ngeship disana ngeramein anjing caper banget lo langsung aja balas yang ngeship idol lo disana anjing goblok banget sumpah otak lo dimana sih dasar otak pembantu ,Bully
"['brarti', 'lue', 'yang', 'goblok', 'tidak', 'tau']",NoBully, brarti lue yang goblok tidak tau ,Bully
"['pelajari', 'vidio', 'thn', 'brp', 'jangan', 'goblok']",NoBully, pelajari vidio thn brp jangan goblok ,Bully
"['vidio', 'jaman', 'sby', 'orang', 'goblok', 'pekok', 'yang', 'termakqn', 'hoax', 'murahan']",NoBully, vidio jaman sby orang goblok pekok yang termakqn hoax murahan ,Bully
"['heru', 'budi', 'emang', 'goblok', 'banget', 'emang']",NoBully, heru budi emang goblok banget emang ,Bully
"['karna', 'kadrun', 'jd', 'ya', 'auto', 'goblok']",NoBully, karna kadrun jd ya auto goblok ,Bully
"['orang', 'arab', 'dibilang', 'kafir', 'kalem', 'dibilang', 'non', 'muslim', 'ngamuk', 'elunya', 'aja', 'goblok']",NoBully, orang arab dibilang kafir kalem dibilang non muslim ngamuk elunya aja goblok ,Bully
"['orang', 'arab', 'dibilang', 'kafir', 'kalem', 'dibilang', 'non', 'muslim', 'ngamuk', 'elunya', 'aja', 'goblok']",NoBully, orang arab dibilang kafir kalem dibilang non muslim ngamuk elunya aja goblok ,Bully
"['yang', 'goblok', 'gubernurnya', 'tgup']",NoBully, yang goblok gubernurnya tgup ,Bully
"['si', 'cakep', 'gada', 'otaknya', 'alias', 'goblok', 'cape', 'anjir', 'diajak', 'ngobrol', 'haha']",NoBully, si cakep gada otaknya alias goblok cape anjir diajak ngobrol haha ,Bully
"['heran', 'ya', 'begini', 'manusia', 'goblok', 'nya', 'yang', 'indonesia']",NoBully, heran ya begini manusia goblok nya yang indonesia ,Bully
"['nih', 'liat', 'goblok', 'pakai', 'tuh', 'mata', 'otak', 'kasian', 'ngangur']",NoBully, nih liat goblok pakai tuh mata otak kasian ngangur ,Bully
"['benda', 'basic', 'rakyat', 'malaysia', 'tau', 'ala', 'kau', 'hafal', 'lagu', 'negaraku', 'lagu', 'negaraku', 'tau', 'tau', 'nak', 'cakap']",NoBully, benda basic rakyat malaysia tau ala kau hafal lagu negaraku lagu negaraku tau tau nak cakap ,Bully
"['orang', 'orang', 'idiot', 'bahas', 'agama', 'syurga', 'neraka', 'perut', 'neg', 'bacanya', 'jijik', 'sebah', 'muntah', 'baca', 'narasinya']",NoBully, orang orang idiot bahas agama syurga neraka perut neg bacanya jijik sebah muntah baca narasinya ,Bully
"['pakai', 'nanya', 'si', 'idiot']",NoBully, pakai nanya si idiot ,Bully
"['sewidak', 'likur', 'i', 'boso', 'jowo', 'ngendi', 'blok', 'kancamu', 'iso', 'idiot']",NoBully, sewidak likur i boso jowo ngendi blok kancamu iso idiot ,Bully
"['nuh', 'uh']",NoBully, nuh uh ,Bully
"['parah', 'negara', 'sepiteng', 'totalitas', 'menzalimi', 'warga', 'amp', 'dg', 'ngumat', 'idiot', 'sinting', 'penyembah', 'hahbabi', 'sarap', 'sangit', 'sampai', 'mampus', 'musnah', 'berdamai', 'dg', 'kebusukan', 'total', 'setan', 'iblis', 'dajal']",NoBully, parah negara sepiteng totalitas menzalimi warga amp dg ngumat idiot sinting penyembah hahbabi sarap sangit sampai mampus musnah berdamai dg kebusukan total setan iblis dajal ,Bully
"['orang', 'elu', 'd', 'butuhkan', 'penguasa', 'butuh', 'rakyatbyg', 'idiot', 'goblok', 'pandir', 'aset', 'utama', 'penguasa', 'hancurkan', 'nkri', 'penjahan', 'gaya', 'invasi', 'bekedok', 'investasi', 'londo', 'ireng', 'pribumi', 'd', 'manfatkan', 'menindas', 'pribumi']",NoBully, orang elu d butuhkan penguasa butuh rakyatbyg idiot goblok pandir aset utama penguasa hancurkan nkri penjahan gaya invasi bekedok investasi londo ireng pribumi d manfatkan menindas pribumi ,Bully
"['maba', 'alay', 'bangsat', 'ntar', 'pas', 'ospek', 'bentak', 'dikit', 'diviralin', 'tidak', 'orang', 'jg', 'main', 'twiter', 'blok', 'idiot']",NoBully, maba alay bangsat ntar pas ospek bentak dikit diviralin tidak orang jg main twiter blok idiot ,Bully
"['dih', 'kagak', 'nyambung', 'gue', 'muntah', 'liat', 'twet', 'lo', 'gue', 'dah', 'ya', 'males', 'ngadepin', 'lo', 'have', 'a', 'nice', 'day', 'idiot']",NoBully, dih kagak nyambung gue muntah liat twet lo gue dah ya males ngadepin lo have a nice day idiot ,Bully
"['th', 'berkorban', 'harta', 'nyawa', 'melawan', 'nazi', 'ndilalah', 'skrg', 'kasih', 'aplaus', 'tentara', 'nazi', 'yang', 'mgkn', 'sj', 'sdh', 'menembak', 'bunuh', 'kakek', 'moyangnya', 'palagan', 'eropa', 'dari', 'yang', 'tepuk', 'tangan', 'idiot', 'koplok', 'gombal', 'tingkat', 'dewa', 'demokrasi', 'ukr', 'rela', 'mnjilat', 'pantat', 'pembunuh']",NoBully, th berkorban harta nyawa melawan nazi ndilalah skrg kasih aplaus tentara nazi yang mgkn sj sdh menembak bunuh kakek moyangnya palagan eropa dari yang tepuk tangan idiot koplok gombal tingkat dewa demokrasi ukr rela mnjilat pantat pembunuh ,Bully
"['mikir', 'tidak', 'idiot', 'ntar', 'jenie', 'kena', 'drag', 'disalahin', 'yang', 'gatau']",NoBully, mikir tidak idiot ntar jenie kena drag disalahin yang gatau ,Bully
"['pelatihnya', 'tolol', 'min', 'idiot', 'bikin', 'emosi', 'aja']",NoBully, pelatihnya tolol min idiot bikin emosi aja ,Bully
"['idiot', 'kalau', 'mu', 'yang', 'kebobolan', 'gk', 'cek', 'var']",NoBully, idiot kalau mu yang kebobolan gk cek var ,Bully
"['ya', 'namanya', 'back', 'to', 'back', 'kontol', 'kalau', 'treble', 'tempo', 'setahun', 'tropy', 'berbeda', 'manusia', 'kontol', 'idiot']",NoBully, ya namanya back to back kontol kalau treble tempo setahun tropy berbeda manusia kontol idiot ,Bully
"['hatrick', 'ucl', 'gimana', 'fans', 'idiot', 'back', 'to', 'back', 'zidan', 'idiot']",NoBully, hatrick ucl gimana fans idiot back to back zidan idiot ,Bully
"['fans', 'lo', 'idiot', 'ya', 'eti', 'heran', 'isinya', 'cium', 'jilat', 'cium', 'jilat']",NoBully, fans lo idiot ya eti heran isinya cium jilat cium jilat ,Bully
"['kek', 'ti', 'si', 'idiot']",NoBully, kek ti si idiot ,Bully
"['tim', 'idiot', 'anjing', 'celta', 'sangat', 'back', 'nya']",NoBully, tim idiot anjing celta sangat back nya ,Bully
['jelek'],NoBully, jelek ,Bully
['jelek'],NoBully, jelek ,Bully
"['ah', 'tahan', 'tahan', 'beli', 'buku', 'inget', 'hapemu', 'udah', 'jelek']",NoBully, ah tahan tahan beli buku inget hapemu udah jelek ,Bully
"['jerawat', 'hidung', 'jelek', 'kali']",NoBully, jerawat hidung jelek kali ,Bully
['jelek'],NoBully, jelek ,Bully
"['kak', 'adrof', 'jelek']",NoBully, kak adrof jelek ,Bully
"['jelek', 'banget', 'huft']",NoBully, jelek banget huft ,Bully
['jelek'],NoBully, jelek ,Bully
"['ahahahahah', 'lucu', 'banget', 'lo', 'jelek']",NoBully, ahahahahah lucu banget lo jelek ,Bully
"['jelek', 'misah', 'gitu']",NoBully, jelek misah gitu ,Bully
"['dih', 'lari', 'opini', 'nya', 'jelek', 'lari']",NoBully, dih lari opini nya jelek lari ,Bully
['jelek'],NoBully, jelek ,Bully
"['pakai', 'baju', 'nya', 'jelek']",NoBully, pakai baju nya jelek ,Bully
"['nangis', 'jelek']",NoBully, nangis jelek ,Bully
['kampungan'],NoBully, kampungan ,Bully
['kampungan'],NoBully, kampungan ,Bully
"['muka', 'nya', 'plis', 'kaya', 'monyet', 'banget', 'tidak', 'kuad']",NoBully, muka nya plis kaya monyet banget tidak kuad ,Bully
"['viral', 'klarifikasi', 'loe', 'monyet', 'kelakuan', 'lo', 'katro']",NoBully, viral klarifikasi loe monyet kelakuan lo katro ,Bully
"['parah', 'negara', 'sepiteng', 'totalitas', 'menzalimi', 'warga', 'amp', 'dg', 'ngumat', 'idiot', 'sinting', 'penyembah', 'hahbabi', 'sarap', 'sangit', 'sampai', 'mampus', 'musnah', 'berdamai', 'dg', 'kebusukan', 'total', 'setan', 'iblis', 'dajal']",NoBully, parah negara sepiteng totalitas menzalimi warga amp dg ngumat idiot sinting penyembah hahbabi sarap sangit sampai mampus musnah berdamai dg kebusukan total setan iblis dajal ,Bully
"['muka', 'ama', 'review', 'makanan', 'hubunganya', 'bjir', 'sarap', 'nih', 'orang']",NoBully, muka ama review makanan hubunganya bjir sarap nih orang ,Bully
"['sarap', 'memang']",NoBully, sarap memang ,Bully
"['kesialan', 'warga', 'yang', 'meridhoi', 'negara', 'sepiteng', 'bikinan', 'parah', 'hahbabi', 'sarap', 'sangit', 'berlanjut', 'abadi', 'sepiteng', 'kerak', 'jahanam', 'patuh', 'tat', 'hahbabi', 'menganut', 'demoncrazy', 'terjamin', 'warga', 'abadi', 'sepiteng', 'kerak', 'jahanam']",NoBully, kesialan warga yang meridhoi negara sepiteng bikinan parah hahbabi sarap sangit berlanjut abadi sepiteng kerak jahanam patuh tat hahbabi menganut demoncrazy terjamin warga abadi sepiteng kerak jahanam ,Bully
"['ya', 'alah', 'gedeg', 'aja', 'gue', 'bikin', 'bencana', 'sarap', 'lo', 'bikin', 'foto', 'prewed', 'ngerusak', 'alam']",NoBully, ya alah gedeg aja gue bikin bencana sarap lo bikin foto prewed ngerusak alam ,Bully
"['kayaknya', 'urg', 'kalau', 'naksir', 'orang', 'emang', 'suka', 'blon', 'first', 'date', 'sendal', 'lepas', 'sebelah', 'sarap', 'anying']",NoBully, kayaknya urg kalau naksir orang emang suka blon first date sendal lepas sebelah sarap anying ,Bully
"['opini', 'goblok', 'manusia', 'tertolol', 'lo', 'ngatain', 'caper', 'sus', 'member', 'yang', 'udah', 'angap', 'd', 'o', 'teman', 'seumur', 'hidup', 'banget', 'gue', 'yang', 'ngatain', 'member', 'gitu', 'sarap', 'emang']",NoBully, opini goblok manusia tertolol lo ngatain caper sus member yang udah angap d o teman seumur hidup banget gue yang ngatain member gitu sarap emang ,Bully
"['mimpi', 'tolol', 'klub', 'miskin', 'minimal', 'bayar', 'pemain', 'city', 'cancelo', 'feran']",NoBully, mimpi tolol klub miskin minimal bayar pemain city cancelo feran ,Bully
"['harganya', 'sehinga', 'orang', 'yang', 'makan', 'harganya', 'tidak', 'takut', 'ditembak', 'kader', 'partai', 'yang', 'sok', 'tau', 'memviralkan', 'warung', 'kader', 'tolol', 'yang', 'rest', 'area']",NoBully, harganya sehinga orang yang makan harganya tidak takut ditembak kader partai yang sok tau memviralkan warung kader tolol yang rest area ,Bully
"['rl', 'ketemu', 'cowok', 'kaya', 'gitu', 'ih', 'nangis', 'gue', 'mah', 'udah', 'dijauhin', 'tapi', 'kerjasama', 'ojt', 'hrs', 'komunikasi', 'gitu', 'tolol', 'cowoknya', 'bagus', 'kaya', 'gitu', 'sampai', 'merinding', 'gue', 'sakit', 'utg', 'gue', 'duluan', 'gegara', 'sakit', 'tidak', 'nyambung', 'sakitnya', 'tapi', 'alasan']",NoBully, rl ketemu cowok kaya gitu ih nangis gue mah udah dijauhin tapi kerjasama ojt hrs komunikasi gitu tolol cowoknya bagus kaya gitu sampai merinding gue sakit utg gue duluan gegara sakit tidak nyambung sakitnya tapi alasan ,Bully
"['percaya', 'rumor', 't', 'pi', 'tai', 'bakalan', 'date', 'cewek', 'tidak', 'cowok', 'anjing', 'tolol', 'ngatain', 'tolol', 'bilang', 'tai', 'dating', 'women', 'tuh', 'langsung', 'tantrum', 'jekicot', 'dating', 'bongo']",NoBully, percaya rumor t pi tai bakalan date cewek tidak cowok anjing tolol ngatain tolol bilang tai dating women tuh langsung tantrum jekicot dating bongo ,Bully
"['bajingan', 'tolol', 'dongo', 'banget', 'emang', 'nya', 'dunia', 'rocky', 'gerung', 'doang', 'contoh', 'kau', 'pelacur', 'kampung', 'namanya', 'pelacur', 'kampung', 'mu', 'doang', 'betul', 'tidak', 'monyet']",NoBully, bajingan tolol dongo banget emang nya dunia rocky gerung doang contoh kau pelacur kampung namanya pelacur kampung mu doang betul tidak monyet ,Bully
"['amin', 'semoga', 'bajingan', 'tolol', 'sadar', 'ya']",NoBully, amin semoga bajingan tolol sadar ya ,Bully
"['pantes', 'aja', 'gampang', 'luluh', 'udah', 'naksir', 'duluan', 'bocil', 'kalau', 'lo', 'diselingkuhi', 'ngasih', 'maf', 'kali', 'ya', 'cinta', 'emang', 'bikin', 'tolol']",NoBully, pantes aja gampang luluh udah naksir duluan bocil kalau lo diselingkuhi ngasih maf kali ya cinta emang bikin tolol ,Bully
['tolol'],Bully, tolol ,NoBully
"['jeh', 'tolol', 'mknya', 'kalau', 'belum', 'anak', 'kontrol', 'itu', 'napsu', 'lo']",NoBully, jeh tolol mknya kalau belum anak kontrol itu napsu lo ,Bully
"['wkwkwk', 'biarin', 'si', 'fakta', 'permasalahanya', 'gmna', 'lucu', 'liat', 'orng', 'tolol', 'bgini']",NoBully, wkwkwk biarin si fakta permasalahanya gmna lucu liat orng tolol bgini ,Bully
"['maf', 'ya', 'terpaksa', 'sy', 'bodoh', 'amp', 'tolol', 'dikasih', 'kesempatan', 'hidup', 'utk', 'merubah', 'takdir', 'kau', 'ngak', 'bagus', 'mati', 'dilahirkan', 'ketetapanmu', 'dilahirkan', 'dlm', 'keadan', 'kafir']",NoBully, maf ya terpaksa sy bodoh amp tolol dikasih kesempatan hidup utk merubah takdir kau ngak bagus mati dilahirkan ketetapanmu dilahirkan dlm keadan kafir ,Bully
"['pulau', 'rempang', 'berduka', 'orang', 'in', 'kemana', 'aja', 'hilang', 'telan', 'bumi', 'udah', 'kubur', 'ngepet', 'pindah', 'cari', 'sasaran', 'bisnis', 'investorx', 'coba', 'bajingan', 'tolol']",NoBully, pulau rempang berduka orang in kemana aja hilang telan bumi udah kubur ngepet pindah cari sasaran bisnis investorx coba bajingan tolol ,Bully
"['mampus', 'dibuly', 'tolol', 'sih']",NoBully, mampus dibuly tolol sih ,Bully
"['dungu', 'menyandang', 'gelar', 'bajingan', 'tolol']",NoBully, dungu menyandang gelar bajingan tolol ,Bully
"['orang', 'tolol', 'ngatain', 'orang', 'tolol', 'konsepnya', 'gimana', 'ya']",Bully, orang tolol ngatain orang tolol konsepnya gimana ya ,NoBully
"['famplat', 'apan', 'tolol']",NoBully, famplat apan tolol ,Bully
"['tolol', 'bangsat']",NoBully, tolol bangsat ,Bully
"['lo', 'aja', 'tolol', 'ajig', 'info', 'tidak', 'baca', 'ya', 'susah']",NoBully, lo aja tolol ajig info tidak baca ya susah ,Bully
"['nih', 'lonte', 'tolol', 'yang', 'mahu', 'siksa', 'smpe', 'jdi', 'tolol', 'beneran']",NoBully, nih lonte tolol yang mahu siksa smpe jdi tolol beneran ,Bully
"['orangnya', 'kemana', 'ya', 'ko', 'tidak', 'nongol', 'udah', 'mati', 'kah', 'kalau', 'udah', 'mati', 'alhamdulilah', 'ngurangin', 'orang', 'tolol']",NoBully, orangnya kemana ya ko tidak nongol udah mati kah kalau udah mati alhamdulilah ngurangin orang tolol ,Bully
"['oh', 'cewe', 'pintar', 'memilih', 'cowo', 'tolol', 'kayak', 'lo']",NoBully, oh cewe pintar memilih cowo tolol kayak lo ,Bully
"['buzerpki', 'munafik', 'bajingan', 'tolol', 'cebong', 'penjilat', 'bangsa', 'kader', 'abubu', 'in', 'gk', 'mengalahkan', 'anis', 'karna', 'ganjar', 'korupsi', 'ktp', 'wowok', 'pendukungx', 'udah', 'kecewa', 'munafik']",NoBully, buzerpki munafik bajingan tolol cebong penjilat bangsa kader abubu in gk mengalahkan anis karna ganjar korupsi ktp wowok pendukungx udah kecewa munafik ,Bully
"['tidak', 'nya', 'nanya', 'manusia', 'kasih', 'otak', 'digunain', 'manusia', 'kasih', 'akal', 'beda', 'hewan', 'tolol']",NoBully, tidak nya nanya manusia kasih otak digunain manusia kasih akal beda hewan tolol ,Bully
"['tau', 'dah', 'udah', 'bagus', 'mod', 'gue', 'nonton', 'jungkok', 'gcf', 'eh', 'muncul', 'si', 'tolol', 'percaya', 'editan', 'trs', 'ngatain', 'record', 'sbg', 'editan', 'sih', 'yang', 'diharepin', 'dari', 'orang', 'yang', 'percaya', 'rumor', 'otaknya', 'aja', 'tidak', 'kerja']",NoBully, tau dah udah bagus mod gue nonton jungkok gcf eh muncul si tolol percaya editan trs ngatain record sbg editan sih yang diharepin dari orang yang percaya rumor otaknya aja tidak kerja ,Bully
"['memangnya', 'ibukota', 'negara', 'hiruk', 'pikuk', 'penuh', 'sesak', 'manusia', 'tolol', 'sangat']",NoBully, memangnya ibukota negara hiruk pikuk penuh sesak manusia tolol sangat ,Bully
"['liat', 'chanel', 'tolol']",NoBully, liat chanel tolol ,Bully
"['dasar', 'tolol', 'lo', 'tidak', 'ligat', 'rempang', 'lainya', 'yang', 'havur', 'dirusak']",NoBully, dasar tolol lo tidak ligat rempang lainya yang havur dirusak ,Bully
"['kampung', 'banget', 'maenya', 'timnas', 'terjelek', 'gameplay', 'udik']",NoBully, kampung banget maenya timnas terjelek gameplay udik ,Bully
"['udik', 'banget', 'tidak', 'sih', 'klo', 'gatau']",NoBully, udik banget tidak sih klo gatau ,Bully
"['gile', 'okep', 'pgn', 'dilegalkan', 'mbok', 'udik', 'on', 'kabina', 'bina']",NoBully, gile okep pgn dilegalkan mbok udik on kabina bina ,Bully
"['mainan', 'nya', 'bokep', 'bokep', 'udik']",NoBully, mainan nya bokep bokep udik ,Bully
